,FoodName,GI,Serve,CarbPerServe,GL,URL
2345,"Spaghetti, white, boiled 15 min ",41,180,48,20,foodSearch.php?num=366&ak=detail
2346,"Spaghetti, white, boiled 15 min ",41,180,48,20,foodSearch.php?num=2411&ak=detail
2347,"Spaghetti, Durum wheat, boiled 20 min ",64,180,43,27,foodSearch.php?num=367&ak=detail
2348,"Spaghetti, Durum wheat, boiled 20 min ",64,180,43,27,foodSearch.php?num=2412&ak=detail
2349,"Spaghetti, white, boiled",33,180,48,16,foodSearch.php?num=368&ak=detail
2350,"Spaghetti, white, boiled, durum wheat (Catelli Ltd, Montreal, Canada)",34,180,48,16,foodSearch.php?num=369&ak=detail
2351,"Spaghetti, white, boiled, durum wheat (Catelli Ltd, Montreal, Canada)",34,180,48,16,foodSearch.php?num=2414&ak=detail
2352,"Spaghetti, white, boiled",38,180,44,17,foodSearch.php?num=370&ak=detail
2353,"Spaghetti, white, boiled",38,180,44,17,foodSearch.php?num=2415&ak=detail
2354,"Spaghetti, white, boiled",42,180,48,20,foodSearch.php?num=371&ak=detail
2355,"Spaghetti, white, boiled",42,180,48,20,foodSearch.php?num=349&ak=detail
2356,"Spaghetti, white, boiled",42,180,48,20,foodSearch.php?num=2417&ak=detail
2357,"Spaghetti, white, boiled",42,180,46,19,foodSearch.php?num=372&ak=detail
2358,"Spaghetti, white, boiled",42,180,46,19,foodSearch.php?num=2418&ak=detail
2359,"Spaghetti, white, boiled",45,180,48,22,foodSearch.php?num=373&ak=detail
2360,"Spaghetti, white, boiled",48,180,48,23,foodSearch.php?num=374&ak=detail
2361,"Spaghetti, white, boiled",48,180,48,23,foodSearch.php?num=2420&ak=detail
2362,"Spaghetti, wholemeal, boiled ",32,180,44,14,foodSearch.php?num=375&ak=detail
2363,"Spaghetti, wholemeal, boiled ",32,180,44,14,foodSearch.php?num=2421&ak=detail
2364,"Star Pastina, white, boiled 5 min  (Lancia-Bravo Foods Ltd., Canada) ",38,180,48,18,foodSearch.php?num=2422&ak=detail
2365,"Tortellini, cheese (Stouffer, Nestlé, Don Mills, Canada) ",50,180,21,10,foodSearch.php?num=2423&ak=detail
2366,"Wheat (egg) noodles, boiled ",57,0,0,0,foodSearch.php?num=2424&ak=detail
2367,"Brownies, containing coconut flour",43,50,27,12,foodSearch.php?num=2425&ak=detail
2368,"Burger Rings™, barbeque-flavored (Smith's Snack Food Co, Chatswood, NSW, Australia)",90,50,31,27,foodSearch.php?num=2426&ak=detail
2369,"Chocolate crinkles, containing coconut flour ",54,50,23,12,foodSearch.php?num=2427&ak=detail
2370,"Chocolate, milk, plain, low-sugar with maltitol ",35,50,22,7,foodSearch.php?num=2428&ak=detail
2371,"Corn chips, Nachips™ (Old El Paso Foods Co., Canada)",74,50,29,21,foodSearch.php?num=2429&ak=detail
2372,"Granola bar, containing coconut flour",50,50,20,10,foodSearch.php?num=2430&ak=detail
2373,"Juicy cereal bar (Stavnata Tycinka FIT, Usovsko, Czech Republic)",85,30,20,17,foodSearch.php?num=2431&ak=detail
2374,"Clif bar, Cookies & Cream flavor energy bar (Clif Bar Inc, Berkeley, CA, USA)",101,65,49,49,foodSearch.php?num=2432&ak=detail
2375,"MET-Rx Bar, vanilla flavor energy bar (Met-Rx Substrate Technology Inc, Irvine, CA, USA)",74,65,33,24,foodSearch.php?num=2433&ak=detail
2376,"Power bar®, chocolate flavor energy bar (Powerfood Inc, Berkeley, CA, USA)",83,65,45,37,foodSearch.php?num=2434&ak=detail
2377,"PR-bar, Cookies 'N Cream flavor energy bar (Twin Laboratories Inc, Ronkonkowa, NY, USA)",81,65,28,23,foodSearch.php?num=2435&ak=detail
2378,"Black bean soup (Wil-Pack Foods, San Pedro, CA, USA)",64,250,27,17,foodSearch.php?num=2436&ak=detail
2379,"Green Pea soup, canned (Campbell Soup Co Ltd., Toronto, Canada)",66,250,41,27,foodSearch.php?num=2437&ak=detail
2380,"Lentil soup, canned (Unico, Concord, Canada)",44,250,21,9,foodSearch.php?num=2438&ak=detail
2381,Noodle soup (traditional Turkish soup with stock and noodles),1,250,9,0,foodSearch.php?num=2439&ak=detail
2382,"Split Pea soup (Wil-Pak Foods, USA)",60,250,27,16,foodSearch.php?num=2440&ak=detail
2383,"Trahana soup (traditional Turkish soup with wheat flour, yoghurt, tomato, peppers)",20,0,0,0,foodSearch.php?num=2441&ak=detail
2384,Tomato soup,38,250,17,6,foodSearch.php?num=2442&ak=detail
2385,"Fructose, 50 g portion",20,10,10,2,foodSearch.php?num=2443&ak=detail
2386,"Fructose, 50 g portion",21,10,10,2,foodSearch.php?num=2444&ak=detail
2387,"Fructose, 50 g portion (Sigma Chemical Company, St. Louis, MO, USA)",24,10,10,2,foodSearch.php?num=2445&ak=detail
2388,"Fructose, 25 g portion, fed with oats",25,10,10,2,foodSearch.php?num=2446&ak=detail
2389,"Glucose, 50 g portion (dextrose)",85,10,10,9,foodSearch.php?num=2447&ak=detail
2390,"Glucose, 25 g portion, fed with oats",92,10,10,9,foodSearch.php?num=2448&ak=detail
2391,"Glucose, 50 g portion",93,10,10,9,foodSearch.php?num=2449&ak=detail
2392,"Glucose, 50 g portion",96,10,10,10,foodSearch.php?num=2450&ak=detail
2393,"25 g glucose (Glucodex solution, Rougier Inc.,  Chambly, Quebec) consumed with 3 g American dried ginseng (Panax quinquefolius L.)",78,10,10,8,foodSearch.php?num=2451&ak=detail
2394,25 g glucose (Glucodex) consumed 40 min after 3 g American dried ginseng (Panax quinquefolius L.),80,10,10,8,foodSearch.php?num=2452&ak=detail
2395,"100 g Glucose consumed with 20 g cellulose (CSIR Biochemical Unit, New Delhi, India)",103,10,10,10,foodSearch.php?num=2453&ak=detail
2396,"30 g glucose consumed with 150 g grilled beefburger, 30 g cheese, 10 g butter (total meal contained 50 g carbohydrate)",55,250,35,19,foodSearch.php?num=2454&ak=detail
2397,"30 g glucose consumed with 150 g grilled beefburger, 30 g cheese, 10 g butter (total meal contained 50 g carbohydrate)",57,250,35,20,foodSearch.php?num=2455&ak=detail
2398,"25 g glucose consumed with 30 g oat bran flour (Natureal®  GI-flour, Finn Cereal, Vantaa, Finland)",80,10,10,8,foodSearch.php?num=2456&ak=detail
2399,Locust honey ,32,25,21,7,foodSearch.php?num=2457&ak=detail
2400,"Lactose, 50 g portion (Sigma Chemical Company, USA)",43,10,10,4,foodSearch.php?num=2458&ak=detail
2401,"Lactose, 25 g portion, fed with oats",48,10,10,5,foodSearch.php?num=2459&ak=detail
2402,"Sucrose, 50 g portion (Sigma Chemical Company, USA)",58,10,10,6,foodSearch.php?num=2460&ak=detail
2403,"Sucrose, 50 g portion",59,10,10,6,foodSearch.php?num=2461&ak=detail
2404,"Sucrose, 50 g portion",60,10,10,6,foodSearch.php?num=2462&ak=detail
2405,"Sucrose, 25 g portion, fed with oats",64,10,10,6,foodSearch.php?num=2463&ak=detail
2406,"Sucrose, 30 g portion",82,10,10,8,foodSearch.php?num=2464&ak=detail
2407,"Sucrose, 25 g portion",110,10,10,11,foodSearch.php?num=2465&ak=detail
2408,"Isomalt (Sudzucker AG, Mannheim, Germany)",2,10,10,0,foodSearch.php?num=2466&ak=detail
2409,"Isomaltulose, Palatinose™ (Sudzucker AG, Mannheim, Germany)",32,10,10,3,foodSearch.php?num=2467&ak=detail
2410,"Lactitol, 25 g lactitol",-1,10,10,0,foodSearch.php?num=2468&ak=detail
2411,"25 g lactitol MC (Danisco sweeteners, Surrey, UK)",3,10,10,0,foodSearch.php?num=2469&ak=detail
2412,"25 g Litesse II, bulking agent with polydextrose and sorbitol (Danisco Sweeteners, UK)",7,10,10,1,foodSearch.php?num=2470&ak=detail
2413,"25 g Litesse III ultra, bulking agent with polydextrose and sorbitol (Danisco Sweeteners, UK)",4,10,10,0,foodSearch.php?num=2471&ak=detail
2414,"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-scaccharides (lab 2212, Roquette, France)",47,10,10,5,foodSearch.php?num=2472&ak=detail
2415,"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-scaccharides (lab 2212, Roquette, France)",25,10,10,2,foodSearch.php?num=2473&ak=detail
2416,"Maltitol, 50 g portion ",26,10,10,3,foodSearch.php?num=2474&ak=detail
2417,"25 g Malbit CR (87% maltitol) (Cerestar, Vilvoorde, Belgium)",30,10,10,3,foodSearch.php?num=2475&ak=detail
2418,"25 g Maltidex 100 (> 72% maltitol) (Cerestar, Vilvoorde, Belgium)",44,10,10,4,foodSearch.php?num=2476&ak=detail
2419,Maltitol and Sucrose mixture (25 g Maltitol +  25 g Sucrose),46,10,10,5,foodSearch.php?num=2477&ak=detail
2420,"25 g Malbit CH (99% maltitol) (Cerestar, Vilvoorde, Belgium)",73,10,10,7,foodSearch.php?num=2478&ak=detail
2421,"25 g Maltidex 200 (50% maltitol) (Cerestar, Vilvoorde, Belgium)",89,10,10,9,foodSearch.php?num=2479&ak=detail
2422,"Tagatose sugar replacement, Gaio® (Arla Foods, Germany)",3,10,10,0,foodSearch.php?num=2480&ak=detail
2423,25 g Xylitol,7,10,10,1,foodSearch.php?num=2481&ak=detail
2424,"25 g  Xylitol C (Danisco Sweeteners, UK)",8,10,10,1,foodSearch.php?num=2482&ak=detail
2425,Broad beans,79,80,11,9,foodSearch.php?num=2483&ak=detail
2426,"Pea, cooked ",35,80,15,5,foodSearch.php?num=2484&ak=detail
2427,"Pea, frozen, boiled ",39,80,7,3,foodSearch.php?num=2485&ak=detail
2428,"Sweet corn, cooked ",52,150,33,17,foodSearch.php?num=2486&ak=detail
2429,Sweet corn ,59,80,18,11,foodSearch.php?num=2487&ak=detail
2430,"Sweet corn, boiled",60,80,18,11,foodSearch.php?num=2488&ak=detail
2431,"Sweet corn, whole kernel, diet-pack, Featherweight, canned, drained, heated",46,80,14,6,foodSearch.php?num=2489&ak=detail
2432,"Sweet corn, frozen, heated in microwave (Green Giant, Pillsbury Canada Ltd., Toronto, Canada) ",47,80,15,7,foodSearch.php?num=2490&ak=detail
2433,Beetroot ,64,80,7,4,foodSearch.php?num=2491&ak=detail
2434,"Carrots, raw ",16,80,8,1,foodSearch.php?num=2492&ak=detail
2435,"Carrots, type not specified",92,80,6,6,foodSearch.php?num=2493&ak=detail
2436,"Carrots, peeled, boiled, ground to smooth paste ",60,80,6,4,foodSearch.php?num=2494&ak=detail
2437,"Cassava, boiled, with salt ",46,100,27,12,foodSearch.php?num=2495&ak=detail
2438,"Ontario potato, white, baked in skin ",60,150,30,18,foodSearch.php?num=2497&ak=detail
2439,"Russet Burbank potatoes, baked without fat ",56,150,30,17,foodSearch.php?num=2498&ak=detail
2440,"Russet Burbank potatoes, baked without fat, 45-60 min ",78,150,30,23,foodSearch.php?num=2499&ak=detail
2441,"Russet Burbank potatoes, baked without fat ",94,150,30,28,foodSearch.php?num=2500&ak=detail
2442,"Desiree potato, peeled, quartered, boiled 15 min in unsalted water ",77,150,17,13,foodSearch.php?num=2501&ak=detail
2443,"Maris Peer potato, peeled, quartered, boiled 15 min in unsalted water",94,150,29,27,foodSearch.php?num=2502&ak=detail
2444,"Nardine potato, boiled ",70,150,25,17,foodSearch.php?num=2503&ak=detail
2445,"Ontario potato, white, peeled, cut into cubes, boiled in salted water 15 min",58,150,27,16,foodSearch.php?num=2504&ak=detail
2446,"Prince Edward Island potato, peeled, cubed, boiled in salted water 15 min",63,150,18,11,foodSearch.php?num=2505&ak=detail
2447,"Potato, type not specified, cooked",24,150,28,7,foodSearch.php?num=2506&ak=detail
2448,"White potato, cooked ",41,150,30,12,foodSearch.php?num=2507&ak=detail
2449,Potatoes boiled,49,150,30,15,foodSearch.php?num=2508&ak=detail
2450,"White potato, boiled",54,150,27,15,foodSearch.php?num=2509&ak=detail
2451,"Potato, type not specified, boiled 19 min ",56,150,19,11,foodSearch.php?num=2510&ak=detail
2452,"Potato, white, cooked ",61,150,26,16,foodSearch.php?num=2511&ak=detail
2453,"Potato, type not specified, peeled, boiled",85,150,30,26,foodSearch.php?num=2512&ak=detail
2454,"Potato, type not specified, peeled, boiled and then cooled to 26oC ",54,150,30,16,foodSearch.php?num=2513&ak=detail
2455,"Prince Edward Island, canned potato, heated in microwave (Avon, Cobi Foods Inc., Port Williams, Canada) ",61,150,18,11,foodSearch.php?num=2514&ak=detail
2456,"French fries, frozen, reheated in microwave (Cavendish Farms, New Annan, Canada)",75,150,29,22,foodSearch.php?num=2515&ak=detail
2457,Instant Mashed potato,74,150,20,15,foodSearch.php?num=2516&ak=detail
2458,"Instant Mashed potato (Carnation Foods Co. Ltd., Manitoba, Canada)",86,150,20,17,foodSearch.php?num=2517&ak=detail
2459,Instant Mashed potato,88,150,20,18,foodSearch.php?num=2518&ak=detail
2460,"Instant Mashed potato, with 10 g margarine",95,150,18,17,foodSearch.php?num=2519&ak=detail
2461,"Mashed potato,type not specified",67,150,20,13,foodSearch.php?num=2520&ak=detail
2462,"Ontario potato, white, peeled, cubed, boiled 15 min, mashed ",73,150,27,20,foodSearch.php?num=2521&ak=detail
2463,"Prince Edward Island potato, peeled, cubed, boiled 15 min mashed ",73,150,18,13,foodSearch.php?num=2522&ak=detail
2464,"Microwaved potato, type not specified",82,150,33,27,foodSearch.php?num=2523&ak=detail
2465,New potato,47,150,21,10,foodSearch.php?num=2524&ak=detail
2466,New potato,54,150,21,11,foodSearch.php?num=2525&ak=detail
2467,"Steamed potato dumplings (60% white potatoes, 40% white wheat flour, boiled in salted water), consumed with olive oil, tomato sauce and parmesan cheese",52,150,45,23,foodSearch.php?num=2526&ak=detail
2468,"Sweet potato, type not specified",48,150,34,16,foodSearch.php?num=2527&ak=detail
2469,"Sweet potato, peeled, cubed, boiled in salted water 15 min",59,150,30,18,foodSearch.php?num=2528&ak=detail
2470,"Sweet potato, kumara ",78,150,25,19,foodSearch.php?num=2529&ak=detail
2471,Swede (rutabaga) ,72,150,10,7,foodSearch.php?num=2530&ak=detail
2472,"Tapioca boiled with milk (General Mills Canada Inc., Etobicoke, Canada)",81,250,18,14,foodSearch.php?num=2531&ak=detail
2473,"Tapioca, boiled ",93,250,18,17,foodSearch.php?num=2532&ak=detail
2474,"Yam, peeled, boiled ",25,150,36,9,foodSearch.php?num=2533&ak=detail
2475,Yam ,51,150,36,18,foodSearch.php?num=2534&ak=detail
2476,"Cassava, boiled, with salt",46,100,27,12,foodSearch.php?num=2535&ak=detail
2477,"Ga Kenkey, prepared from fermented cornmeal  (Zea mays)",44,150,41,18,foodSearch.php?num=2536&ak=detail
2478,"Gari, roasted cassava dough (Manihot utilissima)",49,100,27,13,foodSearch.php?num=2537&ak=detail
2479,"Green plantain (musa paradisiaca), boiled",41,120,37,15,foodSearch.php?num=2538&ak=detail
2480,Maize meal porridge/gruel,109,50,38,41,foodSearch.php?num=2539&ak=detail
2481,Millet flour porridge/gruel,107,0,0,0,foodSearch.php?num=2540&ak=detail
2482,"White rice (Oryza sativa), boiled",40,150,42,17,foodSearch.php?num=2541&ak=detail
2483,White yam (Dyscoria species),65,150,40,26,foodSearch.php?num=2542&ak=detail
2484,Kibbeh saynieh (made with lamb and burghul),61,120,15,9,foodSearch.php?num=2543&ak=detail
2485,"Majadra (Syrian, lentils and rice)",24,250,41,10,foodSearch.php?num=2544&ak=detail
2486,Middle Eastern flatbread,97,30,17,16,foodSearch.php?num=2545&ak=detail
2487,"Moroccan couscous (stew of semolina, chickpeas, vegetables)",58,250,29,17,foodSearch.php?num=2546&ak=detail
2488,"Tarhana soup (wheat flour, yoghurt, tomato, green pepper)",20,0,0,0,foodSearch.php?num=2547&ak=detail
2489,"Turkish bread, white wheat flour",87,30,17,15,foodSearch.php?num=2548&ak=detail
2490,"Turkish bread, whole wheat",49,30,16,8,foodSearch.php?num=2549&ak=detail
2491,Turkish noodle soup,1,250,9,0,foodSearch.php?num=2550&ak=detail
2492,"Lungkow beanthread noodles (National Cereals, Oils & Foodstuffs, Qingdao & Guangdong, China)",26,180,45,12,foodSearch.php?num=2551&ak=detail
2493,"Rice vermicelli, Kongmoon (National Cereals, China)",58,180,39,23,foodSearch.php?num=2552&ak=detail
2494,"Stirfried vegetables, chicken and rice, home made ",73,360,75,55,foodSearch.php?num=2553&ak=detail
2495,"Amaranth (Amaranthus esculentum), popped, eaten with milk and non-nutritive sweetener",97,30,19,18,foodSearch.php?num=2554&ak=detail
2496,Appam (thin pancake made from fermented rice flour batter with tender coconut) eaten with Bengal gram curry,90,250,64,58,foodSearch.php?num=2555&ak=detail
2497,"Bajra (Penniseteum typhoideum),eaten as roasted bread made from bajra flour",55,75,50,28,foodSearch.php?num=2556&ak=detail
2498,Bajra (Penniseteum typhoideum),67,75,50,34,foodSearch.php?num=2557&ak=detail
2499,Barley (Hordeum vulgare),37,150,37,14,foodSearch.php?num=2558&ak=detail
2500,"Chapatti, amaranth-wheat (25:75) composite flour, served with bottle gourd and tomato curry",66,60,30,20,foodSearch.php?num=2559&ak=detail
2501,"Chapatti, amaranth-wheat (50:50) composite flour, served with bottle gourd amd tomato curry ",76,60,30,23,foodSearch.php?num=2560&ak=detail
2502,"Chapatti, baisen",27,0,0,0,foodSearch.php?num=2561&ak=detail
2503,"Chapatti, bajra (Pennisetum typhoideum) ",67,0,0,0,foodSearch.php?num=2562&ak=detail
2504,"Chapatti, barley",37,0,0,0,foodSearch.php?num=2563&ak=detail
2505,"Chapatti, maize (Zea mays) ",64,0,0,0,foodSearch.php?num=2564&ak=detail
2506,"Chapatti, wheat, served with bottle gourd and tomato curry",66,60,32,21,foodSearch.php?num=2565&ak=detail
2507,"Chapatti, wheat flour, thin, with green gram (Phaseolus aureus) dhal",81,200,50,40,foodSearch.php?num=2566&ak=detail
2508,"Dhokla, leavened, fermented, steamed cake; dehusked chickpea and wheat semolina ",35,100,20,7,foodSearch.php?num=2567&ak=detail
2509,"Dhokla, leavened, fermented, steamed cake; dehusked chickpea and wheat semolina ",31,150,30,9,foodSearch.php?num=2568&ak=detail
2510,"Dosai (parboiled and raw rice, soaked, ground, fermented and fried) with chutney",77,150,39,30,foodSearch.php?num=2569&ak=detail
2511,"Green gram, whole with varagu (Paspalum scorbiculatum), pressure cooked ",57,80,50,28,foodSearch.php?num=2570&ak=detail
2512,"Green gram dhal with varagu, pressure cooked",78,78,50,39,foodSearch.php?num=2571&ak=detail
2513,Idiappam (steamed rice flour dough with tender coconut) eaten with Bengal gram curry,86,250,61,52,foodSearch.php?num=2572&ak=detail
2514,"Idli (parboiled and raw rice + black dhal, soaked, ground, fermented, steamed) with chutney",77,250,52,40,foodSearch.php?num=2573&ak=detail
2515,"Jowar, roasted bread made from Jowar flour  (Sorghum vulgare) ",77,70,50,38,foodSearch.php?num=2574&ak=detail
2516,"Laddu (popped amaranth, foxtail millet, roasted legume powder, fenugreek seeds) in hot sweet syrup",24,50,31,7,foodSearch.php?num=2575&ak=detail
2517,"Laddu (popped amaranth, foxtail millet, roasted legume powder, fenugreek seeds) in hot sweet syrup",29,50,31,9,foodSearch.php?num=2576&ak=detail
2518,Millet/Ragi (Eleucine coracana),84,70,50,42,foodSearch.php?num=2577&ak=detail
2519,Millet/Ragi (Eleucine coracana) flour eaten as roasted bread,104,70,50,52,foodSearch.php?num=2578&ak=detail
2520,"Pongal (rice and roasted green gram dhal, pressure cooked)",90,250,52,47,foodSearch.php?num=2579&ak=detail
2521,Poori (deep-fried wheat flour dough) with potato palya (mashed potato),82,150,41,34,foodSearch.php?num=2580&ak=detail
2522,"Puttu (rice flour, steamed with tender coconut)  eaten with Bengal gram curry",79,250,74,58,foodSearch.php?num=2581&ak=detail
2523,"Rice (Oryza Sativa), boiled served with bottle gourd and tomato curry",69,150,38,26,foodSearch.php?num=2582&ak=detail
2524,"Semolina (Triticum aestivum), steamed",55,67,50,27,foodSearch.php?num=2583&ak=detail
2525,"Semolina (Triticum aestivum), pre-roasted",76,67,50,38,foodSearch.php?num=2584&ak=detail
2526,Semolina (Triticum aestivum) with fermented black gram dhal (Phaseolus mungo),46,71,50,23,foodSearch.php?num=2585&ak=detail
2527,Semolina (Triticum aestivum) with fermented green gram dhal (Phaseolus aureus),62,71,50,31,foodSearch.php?num=2586&ak=detail
2528,Semolina (Triticum aestivum) with fermented bengal gram dhal (Cicer arietum),54,71,50,27,foodSearch.php?num=2587&ak=detail
2529,"Varagu (Paspalum scorbiculatum), pressure cooked 15lb 12-15 min",68,76,50,34,foodSearch.php?num=2588&ak=detail
2530,"Upittu (roasted semolina and onions, cooked in water)",67,150,42,28,foodSearch.php?num=2589&ak=detail
2531,"Uppuma kedgeree (millet, legumes, fenugreek seeds;  roasted and cooked in water)",18,150,33,6,foodSearch.php?num=2590&ak=detail
2532,"Uppuma kedgeree (millet, legumes, fenugreek seeds;  roasted and cooked in water)",19,150,33,6,foodSearch.php?num=2591&ak=detail
