,Food Name,Food Manufacturer,GI,Standard Serve Size,Carbohydrate per Serve,Glycemic Load,Country,Product Category,Year of Test,SEM,Time Period of Test,Number of Subjects in Test,Type of Subjects in Test,Source
2478,"Gari, roasted cassava dough (Manihot utilissima)",,49,100,27,13,Ghana,Traditional Foods,0,3,2h,9,Type 2,"Quaye IKE, Brakohiapa LA, Amoah GAB, Ayi-Ankrah N, Kido Y. Acute effects of five Ghanaian carbohydrate diets on serum glucose, triglyceride and insulin in NIDDM. Asia Pacific J Clin Nutr 1999; 8(1): 32-5."
2479,"Green plantain (musa paradisiaca), boiled",,41,120,37,15,Ghana,Vegetable,0,5,2h,9,Type 2,"Quaye IKE, Brakohiapa LA, Amoah GAB, Ayi-Ankrah N, Kido Y. Acute effects of five Ghanaian carbohydrate diets on serum glucose, triglyceride and insulin in NIDDM. Asia Pacific J Clin Nutr 1999; 8(1): 32-5."
2480,Maize meal porridge/gruel,,109,50,38,41,Kenya,Traditional Foods,0,,2.5h,13,Type 2,"Walker ARP, Walker BF. Glycaemic index of South African foods determined in rural blacks - a population at low risk of diabetes.  Hum Nutr Clin Nutr 1984; 38C: 215-22."
2481,Millet flour porridge/gruel,,107,0,0,0,Kenya,Traditional Foods,0,,2.5h,13,Type 2,"Walker ARP, Walker BF. Glycaemic index of South African foods determined in rural blacks - a population at low risk of diabetes.  Hum Nutr Clin Nutr 1984; 38C: 215-22."
2482,"White rice (Oryza sativa), boiled",,40,150,42,17,Ghana,Traditional Foods,0,6,2h,9,Type 2,"Quaye IKE, Brakohiapa LA, Amoah GAB, Ayi-Ankrah N, Kido Y. Acute effects of five Ghanaian carbohydrate diets on serum glucose, triglyceride and insulin in NIDDM. Asia Pacific J Clin Nutr 1999; 8(1): 32-5."
2483,White yam (Dyscoria species),,65,150,40,26,Ghana,Vegetable,0,7,2h,9,Type 2,"Quaye IKE, Brakohiapa LA, Amoah GAB, Ayi-Ankrah N, Kido Y. Acute effects of five Ghanaian carbohydrate diets on serum glucose, triglyceride and insulin in NIDDM. Asia Pacific J Clin Nutr 1999; 8(1): 32-5."
2484,Kibbeh saynieh (made with lamb and burghul),,61,120,15,9,,Traditional Foods,0,16,2h,12,Normal,"Mehio Z, Hwalla Baba N, Habbal Z. Glycemic and insulinemic responses of normal subjects to selected meals commonly consumed in the Middle East.  J Nutr Environ Med 1997; 7: 275-86."
2485,"Majadra (Syrian, lentils and rice)",,24,250,41,10,,Traditional Foods,1992,5,3h,,"Type 2, 9; Normal, 9","Indar-Brown K, Norenberg C, Madar Z. Glycemic and insulinemic responses after ingestion of ethnic foods by NIDDM and healthy subjects.  Am J Clin Nutr 1992; 55: 89-95."
2486,Middle Eastern flatbread,,97,30,17,16,,Breads,0,29,2h,12,Normal,"Mehio Z, Hwalla Baba N, Habbal Z. Glycemic and insulinemic responses of normal subjects to selected meals commonly consumed in the Middle East.  J Nutr Environ Med 1997; 7: 275-86."
2487,"Moroccan couscous (stew of semolina, chickpeas, vegetables)",,58,250,29,17,,Traditional Foods,0,9,3h,,"Type 2, 8; Normal, 8","Indar-Brown K, Norenberg C, Madar Z. Glycemic and insulinemic responses after ingestion of ethnic foods by NIDDM and healthy subjects.  Am J Clin Nutr 1992; 55: 89-95."
2488,"Tarhana soup (wheat flour, yoghurt, tomato, green pepper)",,20,0,0,0,,Traditional Foods,0,,2h,,"Type 2, 52; Normal, 31","Donduran S, Hamulu F, Çentinkalp S, Çolak B, Horozoglu N, Tüzün M. Glycaemic index of different kinds of carbohydrates in type 2 diabetes. Eating Weight Disord 1999; 4: 203-6."
2489,"Turkish bread, white wheat flour",,87,30,17,15,Turkey,Breads,1999,,2h,,"Type 2, 52; Normal, 31","Donduran S, Hamulu F, Çentinkalp S, Çolak B, Horozoglu N, Tüzün M. Glycaemic index of different kinds of carbohydrates in type 2 diabetes. Eating Weight Disord 1999; 4: 203-6."
2490,"Turkish bread, whole wheat",,49,30,16,8,,Breads,0,,2h,,"Type 2, 52; Normal, 31","Donduran S, Hamulu F, Çentinkalp S, Çolak B, Horozoglu N, Tüzün M. Glycaemic index of different kinds of carbohydrates in type 2 diabetes. Eating Weight Disord 1999; 4: 203-6."
2491,Turkish noodle soup,,1,250,9,0,,Soup,0,,2h,,"Type 2, 52; Normal, 31","Donduran S, Hamulu F, Çentinkalp S, Çolak B, Horozoglu N, Tüzün M. Glycaemic index of different kinds of carbohydrates in type 2 diabetes. Eating Weight Disord 1999; 4: 203-6."
2492,"Lungkow beanthread noodles (National Cereals, Oils & Foodstuffs, Qingdao & Guangdong, China)","National Cereals, Oils & Foodstuffs, China",26,180,45,12,China,Pasta and Noodles,0,,3h,9,Type 1 & 2,"Wolever TMS, Katzman-Relle L, Jenkins AL, Vuksan V, Josse RG, Jenkins DJA. Glycaemic index of 102 complex carbohydrate foods in patients with diabetes.  Nutr Res 1994; 14(5): 651-69."
2493,"Rice vermicelli, Kongmoon (National Cereals, China)","National Cereals, Oils & Foodstuffs, China",58,180,39,23,China,Pasta and Noodles,0,,3h,9,Type 1 & 2,"Wolever TMS, Katzman-Relle L, Jenkins AL, Vuksan V, Josse RG, Jenkins DJA. Glycaemic index of 102 complex carbohydrate foods in patients with diabetes.  Nutr Res 1994; 14(5): 651-69."
2494,"Stirfried vegetables, chicken and rice, home made ",,73,360,75,55,Australia,Mixed Meals and Convenience Foods,0,17,2h,8,Normal,"Chew I, Brand JC, Thorburn AW, Truswell AS. Application of glycemic index to mixed meals.  Am J Clin Nutr 1988; 47: 53-6."
2495,"Amaranth (Amaranthus esculentum), popped, eaten with milk and non-nutritive sweetener",,97,30,19,18,India,Cereal Grains,0,19,3h,6,Type 2,"Chaturvedi A, Sarojini G, Nirmala G, Nirmalamma N, Satyanarayana D. Glycemic index of grain amaranth, wheat and rice in NIDDM subjects. J Plant Foods Hum Nutr 1997; 50: 171-8."
2496,Appam (thin pancake made from fermented rice flour batter with tender coconut) eaten with Bengal gram curry,,90,250,64,58,India,Traditional Foods,0,4,2h,6,Type 2,"Vijayan L, Sumathi S. Glycaemic response to selected Kerala breakfast items in people with diabetes. Asia Pacific J Clin Nutr 1997; 6(2): 80-3."
2497,"Bajra (Penniseteum typhoideum),eaten as roasted bread made from bajra flour",,55,75,50,28,India,Traditional Foods,0,13,2h,6,Type 2,"Mani UV, Prabhu BM, Damle SS, Mani I. Glycaemic index of some commonly consumed foods in western India.  Asia Pacific J Clin Nutr 1993; 2: 111-4."
2498,Bajra (Penniseteum typhoideum),,67,75,50,34,India,Cereal Grains,0,,3h,6,Type 2,"Shukla K, Narain JP, Puri P, Gupta A, Bijlani RL, Mahapatra SC, Karmarkar MG. Glycaemic response to maize, bajra and barley. Indian J Physiol Pharmacol 1991: 35: 249-54."
2499,Barley (Hordeum vulgare),,37,150,37,14,India,Cereal Grains,0,,3h,6,Type 2,"Shukla K, Narain JP, Puri P, Gupta A, Bijlani RL, Mahapatra SC, Karmarkar MG. Glycaemic response to maize, bajra and barley. Indian J Physiol Pharmacol 1991: 35: 249-54."
2500,"Chapatti, amaranth-wheat (25:75) composite flour, served with bottle gourd and tomato curry",,66,60,30,20,India,Traditional Foods,0,10,3h,6,Type 2,"Chaturvedi A, Sarojini G, Nirmala G, Nirmalamma N, Satyanarayana D. Glycemic index of grain amaranth, wheat and rice in NIDDM subjects. J Plant Foods Hum Nutr 1997; 50: 171-8."
2501,"Chapatti, amaranth-wheat (50:50) composite flour, served with bottle gourd amd tomato curry ",,76,60,30,23,India,Traditional Foods,0,20,3h,6,Type 2,"Chaturvedi A, Sarojini G, Nirmala G, Nirmalamma N, Satyanarayana D. Glycemic index of grain amaranth, wheat and rice in NIDDM subjects. J Plant Foods Hum Nutr 1997; 50: 171-8."
2502,"Chapatti, baisen",,27,0,0,0,Pakistan,Traditional Foods,0,,3h,11,Type 2,"Rahman M, Malik MA, Mubarak SA.  Glycaemic index of Pakistani staple foods in mixed meals for diabetics. J Pak Med Assoc 1992: 42: 60-2."
2503,"Chapatti, bajra (Pennisetum typhoideum) ",,67,0,0,0,,Traditional Foods,0,,3h,14,Type 2,"Shukla K, Narain JP, Puri P, Gupta A, Bijlani RL, Mahapatra SC, Karmarkar MG. Glycaemic response to maize, bajra and barley. Indian J Physiol Pharmacol 1991: 35: 249-54."
2504,"Chapatti, barley",,37,0,0,0,,Traditional Foods,0,,3h,14,Type 2,"Shukla K, Narain JP, Puri P, Gupta A, Bijlani RL, Mahapatra SC, Karmarkar MG. Glycaemic response to maize, bajra and barley. Indian J Physiol Pharmacol 1991: 35: 249-54."
2505,"Chapatti, maize (Zea mays) ",,64,0,0,0,,Traditional Foods,0,,3h,14,Type 2,"Shukla K, Narain JP, Puri P, Gupta A, Bijlani RL, Mahapatra SC, Karmarkar MG. Glycaemic response to maize, bajra and barley. Indian J Physiol Pharmacol 1991: 35: 249-54."
2506,"Chapatti, wheat, served with bottle gourd and tomato curry",,66,60,32,21,,Traditional Foods,0,9,3h,6,Type 2,"Chaturvedi A, Sarojini G, Nirmala G, Nirmalamma N, Satyanarayana D. Glycemic index of grain amaranth, wheat and rice in NIDDM subjects. J Plant Foods Hum Nutr 1997; 50: 171-8."
2507,"Chapatti, wheat flour, thin, with green gram (Phaseolus aureus) dhal",,81,200,50,40,,Traditional Foods,0,4,2h,8,Type 2,"Urooj A, Puttaraj S.  Glycaemic responses to cereal-based Indian food preparations in patients with non-insulin-dependent diabetes mellitus and normal subjects.  Br J Nutr 2000; 83: 483-8."
2508,"Dhokla, leavened, fermented, steamed cake; dehusked chickpea and wheat semolina ",,35,100,20,7,,Traditional Foods,0,4,2h,5,Normal,"Pathak P, Srivastava S, Grover S. Development of foods products based on millets, legumes and fenugreek seeds and their suitability in the diabetic diet. Int J Food Sci Nutr 2000; 51: 409-14."
2509,"Dhokla, leavened, fermented, steamed cake; dehusked chickpea and wheat semolina ",,31,150,30,9,,Traditional Foods,0,6,2.5h,5,Type 2,"Pathak P, Srivastava S, Grover S. Development of foods products based on millets, legumes and fenugreek seeds and their suitability in the diabetic diet. Int J Food Sci Nutr 2000; 51: 409-14."
2510,"Dosai (parboiled and raw rice, soaked, ground, fermented and fried) with chutney",,77,150,39,30,,Traditional Foods,0,3,2h,9,Type 2,"Urooj A, Puttaraj S.  Glycaemic responses to cereal-based Indian food preparations in patients with non-insulin-dependent diabetes mellitus and normal subjects.  Br J Nutr 2000; 83: 483-8."
2511,"Green gram, whole with varagu (Paspalum scorbiculatum), pressure cooked ",,57,80,50,28,,Traditional Foods,0,6,2h,6,Type 2,"Mani UV, Prabhu BM, Damle SS, Mani I. Glycaemic index of some commonly consumed foods in western India.  Asia Pacific J Clin Nutr 1993; 2: 111-4."
2512,"Green gram dhal with varagu, pressure cooked",,78,78,50,39,,Traditional Foods,0,12,2h,6,Type 2,"Mani UV, Prabhu BM, Damle SS, Mani I. Glycaemic index of some commonly consumed foods in western India.  Asia Pacific J Clin Nutr 1993; 2: 111-4."
2513,Idiappam (steamed rice flour dough with tender coconut) eaten with Bengal gram curry,,86,250,61,52,,Traditional Foods,0,4,2h,6,Type 2,"Vijayan L, Sumathi S. Glycaemic response to selected Kerala breakfast items in people with diabetes. Asia Pacific J Clin Nutr 1997; 6(2): 80-3."
2514,"Idli (parboiled and raw rice + black dhal, soaked, ground, fermented, steamed) with chutney",,77,250,52,40,,Traditional Foods,0,2,2h,10,Type 2,"Urooj A, Puttaraj S.  Glycaemic responses to cereal-based Indian food preparations in patients with non-insulin-dependent diabetes mellitus and normal subjects.  Br J Nutr 2000; 83: 483-8."
2515,"Jowar, roasted bread made from Jowar flour  (Sorghum vulgare) ",,77,70,50,38,,Traditional Foods,0,8,2h,6,Type 2,"Mani UV, Prabhu BM, Damle SS, Mani I. Glycaemic index of some commonly consumed foods in western India.  Asia Pacific J Clin Nutr 1993; 2: 111-4."
2516,"Laddu (popped amaranth, foxtail millet, roasted legume powder, fenugreek seeds) in hot sweet syrup",,24,50,31,7,,Traditional Foods,0,4,2h,5 females,Normal,"Pathak P, Srivastava S, Grover S. Development of foods products based on millets, legumes and fenugreek seeds and their suitability in the diabetic diet. Int J Food Sci Nutr 2000; 51: 409-14."
2517,"Laddu (popped amaranth, foxtail millet, roasted legume powder, fenugreek seeds) in hot sweet syrup",,29,50,31,9,,Traditional Foods,0,4,2h,5 males,Type 2,"Pathak P, Srivastava S, Grover S. Development of foods products based on millets, legumes and fenugreek seeds and their suitability in the diabetic diet. Int J Food Sci Nutr 2000; 51: 409-14."
2518,Millet/Ragi (Eleucine coracana),,84,70,50,42,,Cereal Grains,0,,2h,20,Type 2,"Kavita MS, Prema L. Glycaemic response to selected cereal-based South Indian meals in non-insulin dependent diabetics.  J Nutr Environ Med 1997, 7: 287-94."
2519,Millet/Ragi (Eleucine coracana) flour eaten as roasted bread,,104,70,50,52,,Traditional Foods,0,13,2h,6,Type 2,"Mani UV, Prabhu BM, Damle SS, Mani I. Glycaemic index of some commonly consumed foods in western India.  Asia Pacific J Clin Nutr 1993; 2: 111-4."
2520,"Pongal (rice and roasted green gram dhal, pressure cooked)",,90,250,52,47,,Traditional Foods,0,3,2h,10,Type 2,"Urooj A, Puttaraj S.  Glycaemic responses to cereal-based Indian food preparations in patients with non-insulin-dependent diabetes mellitus and normal subjects.  Br J Nutr 2000; 83: 483-8."
2521,Poori (deep-fried wheat flour dough) with potato palya (mashed potato),,82,150,41,34,,Traditional Foods,0,2,2h,8,Type 2,"Urooj A, Puttaraj S.  Glycaemic responses to cereal-based Indian food preparations in patients with non-insulin-dependent diabetes mellitus and normal subjects.  Br J Nutr 2000; 83: 483-8."
2522,"Puttu (rice flour, steamed with tender coconut)  eaten with Bengal gram curry",,79,250,74,58,,Traditional Foods,0,4,2h,6,Type 2,"Vijayan L, Sumathi S. Glycaemic response to selected Kerala breakfast items in people with diabetes. Asia Pacific J Clin Nutr 1997; 6(2): 80-3."
2523,"Rice (Oryza Sativa), boiled served with bottle gourd and tomato curry",,69,150,38,26,,Traditional Foods,0,,3h,6,Type 2,"Chaturvedi A, Sarojini G, Nirmala G, Nirmalamma N, Satyanarayana D. Glycemic index of grain amaranth, wheat and rice in NIDDM subjects. J Plant Foods Hum Nutr 1997; 50: 171-8."
2524,"Semolina (Triticum aestivum), steamed",,55,67,50,27,,Cereal Grains,0,9,2h,30,Type 2,"Mani UV, Pradhan SN, Mehta NC, Thakur DM, Iyer U, Mani I. Glycaeimc index of conventional carbohydrate meals. B Jr Nutr 1992; 68: 445-50."
2525,"Semolina (Triticum aestivum), pre-roasted",,76,67,50,38,,Cereal Grains,0,6,2h,30,Type 2,"Mani UV, Pradhan SN, Mehta NC, Thakur DM, Iyer U, Mani I. Glycaeimc index of conventional carbohydrate meals. B Jr Nutr 1992; 68: 445-50."
2526,Semolina (Triticum aestivum) with fermented black gram dhal (Phaseolus mungo),,46,71,50,23,,Traditional Foods,0,12,2h,30,Type 2,"Mani UV, Pradhan SN, Mehta NC, Thakur DM, Iyer U, Mani I. Glycaeimc index of conventional carbohydrate meals. B Jr Nutr 1992; 68: 445-50."
2527,Semolina (Triticum aestivum) with fermented green gram dhal (Phaseolus aureus),,62,71,50,31,,Traditional Foods,0,20,2h,30,Type 2,"Mani UV, Pradhan SN, Mehta NC, Thakur DM, Iyer U, Mani I. Glycaeimc index of conventional carbohydrate meals. B Jr Nutr 1992; 68: 445-50."
2528,Semolina (Triticum aestivum) with fermented bengal gram dhal (Cicer arietum),,54,71,50,27,,Traditional Foods,0,7,2h,30,Type 2,"Mani UV, Pradhan SN, Mehta NC, Thakur DM, Iyer U, Mani I. Glycaeimc index of conventional carbohydrate meals. B Jr Nutr 1992; 68: 445-50."
2529,"Varagu (Paspalum scorbiculatum), pressure cooked 15lb 12-15 min",,68,76,50,34,,Traditional Foods,0,8,2h,6,Type 2,"Mani UV, Prabhu BM, Damle SS, Mani I. Glycaemic index of some commonly consumed foods in western India.  Asia Pacific J Clin Nutr 1993; 2: 111-4."
2530,"Upittu (roasted semolina and onions, cooked in water)",,67,150,42,28,,Traditional Foods,0,3,2h,12,Type 2,"Urooj A, Puttaraj S.  Glycaemic responses to cereal-based Indian food preparations in patients with non-insulin-dependent diabetes mellitus and normal subjects.  Br J Nutr 2000; 83: 483-8."
2531,"Uppuma kedgeree (millet, legumes, fenugreek seeds;  roasted and cooked in water)",,18,150,33,6,,Traditional Foods,0,3,2h,5,Normal,"Pathak P, Srivastava S, Grover S. Development of foods products based on millets, legumes and fenugreek seeds and their suitability in the diabetic diet. Int J Food Sci Nutr 2000; 51: 409-14."
2532,"Uppuma kedgeree (millet, legumes, fenugreek seeds;  roasted and cooked in water)",,19,150,33,6,,Traditional Foods,0,3,2h,5,Type 2,"Pathak P, Srivastava S, Grover S. Development of foods products based on millets, legumes and fenugreek seeds and their suitability in the diabetic diet. Int J Food Sci Nutr 2000; 51: 409-14."
2533,"Varagu (Paspalum scorbiculatum), pressure cooked 15lb 12-15 min",,68,76,50,34,,Traditional Foods,0,8,2h,6,Type 2,"Mani UV, Prabhu BM, Damle SS, Mani I. Glycaemic index of some commonly consumed foods in western India.  Asia Pacific J Clin Nutr 1993; 2: 111-4."
2534,"Melawach (dough made from white wheat flour and butter, fried)",,61,115,53,32,,Traditional Foods,0,10,3h,,"Type 2, 9; Normal, 9","Indar-Brown K, Norenberg C, Madar Z. Glycemic and insulinemic responses after ingestion of ethnic foods by NIDDM and healthy subjects.  Am J Clin Nutr 1992; 55: 89-95."
2535,Melawach ,,71,115,53,38,,Traditional Foods,0,7,3h,14,Type 2,"Feldman N, Norenberg C, Voet H, Manor E, Berner Y, Madar Z. Enrichment of an Israeli ethnic food with fibres and their effects on the glycaemic and insulinaemic responses in subjects with non-insulin-dependent diabetes mellitus.  Br J Nutr 1995; 74: 681-8."
2536,Melawach + 15 g locust bean (Ceratonia siliqua) fiber (soluble),,31,130,53,16,,Traditional Foods,0,6,3h,9,Type 2,"Feldman N, Norenberg C, Voet H, Manor E, Berner Y, Madar Z. Enrichment of an Israeli ethnic food with fibres and their effects on the glycaemic and insulinaemic responses in subjects with non-insulin-dependent diabetes mellitus.  Br J Nutr 1995; 74: 681-8."
2537,Melawach + 15 g maize cob fiber (insoluble),,59,130,53,31,,Traditional Foods,0,10,3h,9,Type 2,"Feldman N, Norenberg C, Voet H, Manor E, Berner Y, Madar Z. Enrichment of an Israeli ethnic food with fibres and their effects on the glycaemic and insulinaemic responses in subjects with non-insulin-dependent diabetes mellitus.  Br J Nutr 1995; 74: 681-8."
2538,Melawach + 15 g lupin (Lupinus albus) fiber,,72,130,53,38,,Traditional Foods,0,10,3h,10,Type 2,"Feldman N, Norenberg C, Voet H, Manor E, Berner Y, Madar Z. Enrichment of an Israeli ethnic food with fibres and their effects on the glycaemic and insulinaemic responses in subjects with non-insulin-dependent diabetes mellitus.  Br J Nutr 1995; 74: 681-8."
2539,Mesquite cakes (Prosopis velutina),,25,60,4,1,,Traditional Foods,0,3,2h,4,Normal,"Brand JC, Snow BJ, Nabhan GP, Truswell AS.  Plasma glucose and insulin responses to traditional Pima Indian meals.  Am J Clin Nutr 1990, 51: 416-20."
2540,Black beans,,30,150,23,7,,Legumes and Nuts,0,,3h,,"Type 2, 27; Normal, 21","Frati-Munari AC, Roca-Vides RA, Lopez-Perez RJ, de Vivero I, Ruiz-Velazco M. The glycaemic index of some foods common in Mexico.  Gac Med Mex 1991; 127: 163-70."
2541,Brown beans,,38,150,25,9,,Legumes and Nuts,0,,3h,,"Type 2, 27; Normal, 21","Frati-Munari AC, Roca-Vides RA, Lopez-Perez RJ, de Vivero I, Ruiz-Velazco M. The glycaemic index of some foods common in Mexico.  Gac Med Mex 1991; 127: 163-70."
2542,"Burrito (made from scrambled eggs, tomato, onions, vegeatble oil, boiled pinto beans and flour tortilla)",,37,0,0,0,,Mixed Meals and Convenience Foods,0,4,2h,9,Type 2,"Bacardi-Gascon M, Duenas-Mena D, Jimenez-Cruz A. Lowering effect on postprandial glycemic response of nopales added to Mexican breakfasts. Diab Care 2007, 30: 1264-5."
